,data_date,float_id,depth,latitude,longitude,temperature,salinity,data_source
42,2020-09-03 19:31:27,4901218,"(200, 300]",41.652,-41.517,17.454199981689452,36.324799346923825,Argo Project
43,2020-09-03 19:31:27,4901218,"(300, 400]",41.652,-41.517,17.172999954223634,36.3431999206543,Argo Project
44,2020-09-03 19:31:27,4901218,"(400, 500]",41.652,-41.517,15.457499980926514,36.04949951171875,Argo Project
45,2020-09-03 19:31:27,4901218,"(500, 600]",41.652,-41.517,14.22599983215332,35.8484992980957,Argo Project
46,2020-09-03 19:31:27,4901218,"(600, 700]",41.652,-41.517,12.831000328063965,35.64999961853027,Argo Project
47,2020-09-03 19:31:27,4901218,"(700, 800]",41.652,-41.517,10.05649995803833,35.31049919128418,Argo Project
48,2020-09-03 19:31:27,4901218,"(800, 900]",41.652,-41.517,7.577500104904175,35.088998794555664,Argo Project
49,2020-09-03 19:31:27,4901218,"(900, 1000]",41.652,-41.517,5.83899998664856,34.96349906921387,Argo Project
50,2020-09-03 19:31:27,4901218,"(1000, 1100]",41.652,-41.517,4.9750001430511475,34.90450096130371,Argo Project
51,2020-09-03 19:31:27,4901218,"(1100, 1200]",41.652,-41.517,4.621500015258789,34.88999938964844,Argo Project
60,2020-09-03 19:31:27,4901524,"(0, 100]",39.37300000000001,-64.506,19.528946926719264,36.44631556460732,Argo Project
61,2020-09-03 19:31:27,4901524,"(100, 200]",39.373,-64.50599999999999,19.259222242567276,36.491444481743706,Argo Project
62,2020-09-03 19:31:27,4901524,"(200, 300]",39.373,-64.506,17.63824987411499,36.46225070953369,Argo Project
63,2020-09-03 19:31:27,4901524,"(300, 400]",39.373,-64.506,15.628000577290853,36.09466552734375,Argo Project
64,2020-09-03 19:31:27,4901524,"(400, 500]",39.373,-64.506,13.77400016784668,35.79100036621094,Argo Project
65,2020-09-03 19:31:27,4901524,"(500, 600]",39.373,-64.506,10.40933354695638,35.311333974202476,Argo Project
66,2020-09-03 19:31:27,4901524,"(600, 700]",39.373,-64.506,7.958000183105469,35.11899948120117,Argo Project
67,2020-09-03 19:31:27,4901524,"(700, 800]",39.373,-64.506,6.520999908447266,35.040000915527344,Argo Project
68,2020-09-03 19:31:27,4901524,"(800, 900]",39.373,-64.506,5.828999996185303,35.027000427246094,Argo Project
69,2020-09-03 19:31:27,4901524,"(900, 1000]",39.373,-64.506,5.268500089645386,35.02549934387207,Argo Project
70,2020-09-03 19:31:27,4901524,"(1000, 1100]",39.373,-64.506,4.764999866485596,35.00600051879883,Argo Project
72,2020-09-03 19:31:27,4901524,"(1200, 1300]",39.373,-64.506,4.616000175476074,35.00299835205078,Argo Project
