data_date,latitude,longitude,depth,temperature,salinity
8/9/2009,49.71,-66.26,100,2.75999999,33.58100128
7/31/2009,48.33,-61.07,200,3.907000065,33.93799973
7/14/2009,48.68,-68.58,200,2.805999994,33.60100174
8/20/2009,49.9,-63.17,200,2.447000027,33.53300095
8/14/2009,48.91,-63.24,100,1.995000005,33.34700012
6/11/2009,47.02,-60.12,200,4.508999825,34.15399933
7/31/2009,48.33,-61.07,400,5.142000198,34.81399918
8/3/2009,48.72,-59.91,100,0.569999993,32.78499985
8/1/2009,48.39,-60.6,200,4.110000134,33.9980011
8/28/2009,48.67,-68.34,100,1.100999951,32.89099884
6/5/2009,49.72,-66.25,0,-0.721000016,32.37799835
9/10/2009,46.97,-64.57,0,11.27900028,29.50900078
8/8/2009,50.33,-58.65,0,3.214999914,31.67099953
7/11/2009,49.7,-66.26,100,3.237999916,33.73699951
8/14/2009,48.8,-63.57,100,2.648999929,33.56000137
6/20/2009,49.72,-66.25,200,4.84800005,34.34899902
6/12/2009,47.66,-63.75,0,0.294999987,31.09600067
6/17/2009,48.22,-69.89,100,2.342000008,29.14500046
7/16/2009,48.12,-61.58,0,0.855000019,31.72900009
6/11/2009,47.02,-60.12,200,4.507999897,34.15399933
8/30/2009,48.13,-64.63,100,1.105000019,31.5
8/9/2009,49.65,-60.59,300,5.116000175,34.41500092
6/14/2009,47,-58.75,0,1.695000052,31.24399948
8/1/2009,48.39,-60.6,200,3.818000078,33.9109993
8/11/2009,48.49,-62.76,300,5.309000015,34.58200073
8/4/2009,48.67,-68.56,200,4.750999928,34.34199905
7/31/2009,47.84,-60.63,0,16.08699989,30.71100044
7/16/2009,48.12,-61.58,0,3.871999979,31.33399963
4/18/2009,48.77,-68.27,100,-0.143999994,31.41699982
8/14/2009,48.25,-63.16,0,5.991000175,30.55800056
6/8/2009,46.27,-64.38,0,13.17700005,28.0909996
8/18/2009,49.72,-66.25,200,4.890999794,34.38199997
8/7/2009,50.38,-58,0,1.207000017,31.89299965
6/6/2009,49.8,-62.74,200,4.360000134,34.13100052
8/13/2009,48.72,-62.39,200,4.573999882,34.17200089
8/7/2009,50.52,-57.52,100,-0.159999996,32.16500092
8/17/2009,49.75,-65.06,200,4.214000225,34.10200119
5/3/2009,48.66,-68.59,200,3.79399991,33.95199966
8/13/2009,48.72,-62.39,200,4.428999901,34.11399841
9/11/2009,46.67,-64.63,0,16.51499939,27.87899971
8/14/2009,48.14,-63.55,0,15.31099987,29.54999924
8/7/2009,51.12,-58.07,100,-1.537999988,32.65499878
8/4/2009,48.67,-68.56,0,12.77900028,24.37599945
8/11/2009,48.29,-62.48,0,2.582000017,31.39500046
8/27/2009,48.54,-69.04,0,2.394999981,31.24699974
6/30/2009,48.64,-68.64,200,3.207000017,33.75799942
6/10/2009,48.36,-61.45,0,-0.303000003,32.05500031
6/14/2009,47.4,-57.75,100,0.578000009,32.49599838
7/31/2009,48.33,-61.07,200,3.065000057,33.67100143
8/17/2009,49.45,-63.96,0,0.219999999,32.12400055
5/3/2009,48.66,-68.59,0,1.720999956,27.8579998
8/1/2009,48.28,-60.41,0,16.77300072,30.76000023
6/17/2009,48.33,-61.75,200,5.026000023,34.34700012
8/1/2009,48.15,-60.08,0,14.98799992,30.83099937
6/30/2009,49.71,-66.27,300,5.343999863,34.65200043
8/5/2009,48.78,-59.32,0,17.35700035,30.14500046
9/22/2009,47.31,-60.53,100,1.48300004,32.5320015
8/26/2009,48.45,-64.13,100,4.230999947,31.20800018
7/26/2009,49.72,-66.26,0,-0.648999989,32.30699921
8/26/2009,48.25,-64.56,0,12.59599972,27.34300041
8/5/2009,49.25,-59.46,100,0.088,32.53900146
8/26/2009,48.54,-68.99,100,-0.033,32.32899857
6/21/2009,48.7,-68.6,200,3.642999887,33.93299866
8/11/2009,48.49,-62.76,300,5.295000076,34.5890007
8/29/2009,49.24,-66.2,0,0.293000013,32.28300095
7/29/2009,46.94,-62.53,0,19.11499977,28.57900047
7/6/2009,48.7,-68.53,300,5.032999992,34.46300125
8/10/2009,49.24,-59.94,100,0.07,32.17499924
7/29/2009,47.09,-62.62,0,0.880999982,31.62199974
6/18/2009,47.83,-62.75,0,3.302000046,30.46800041
6/4/2009,48.63,-68.55,100,3.153000116,33.39899826
9/2/2009,47.63,-63.29,0,2.512000084,31.0739994
8/9/2009,49.65,-60.59,200,4.896999836,34.30699921
6/5/2009,49.22,-64.79,0,2.825000048,30.7840004
9/16/2009,47.36,-62.88,0,14.49400043,29.0340004
8/21/2009,49.18,-61.22,100,-0.259000003,32.5340004
8/17/2009,49.61,-64.41,0,-0.156000003,32.15599823
8/14/2009,48.42,-62.77,200,4.140999794,34.03300095
6/20/2009,48.44,-69.07,100,0.474999994,32.81299973
6/10/2009,48.21,-61.61,200,5.157999992,34.41699982
7/31/2009,48.33,-61.07,200,4.755000114,34.23199844
8/1/2009,48.28,-60.41,400,5.222000122,34.76900101
6/11/2009,47.1,-59.99,300,5.289000034,34.61800003
6/9/2009,45.77,-62.31,0,4.992000103,30.07699966
6/18/2009,48.57,-62.76,300,5.388000011,34.625
9/11/2009,46.67,-64.63,0,16.52000046,27.87400055
8/1/2009,48.39,-60.6,0,1.824000001,31.82299995
8/14/2009,48.8,-63.57,100,2.394999981,33.47700119
7/16/2009,48.52,-69.18,0,7.590000153,27.61000061
9/23/2009,47.06,-60.7,100,1.213999987,31.87299919
6/30/2009,49.24,-66.2,100,0.532000005,32.8429985
8/7/2009,50.52,-57.52,100,0.085000001,32.66899872
4/22/2009,49.06,-67.47,100,-0.458000004,32.47900009
8/1/2009,48.08,-60.7,200,5.256000042,34.36800003
6/8/2009,49.85,-59.45,200,5.147999763,34.41500092
4/11/2009,47.58,-56.57,200,2.24000001,33.31000137
7/17/2009,47.96,-61.94,0,15.91499996,28.81399918
8/4/2009,48.67,-68.56,200,4.752999783,34.3429985
7/30/2009,47.57,-59.35,100,0.878000021,32.54499817
9/23/2009,47.06,-60.7,100,1.300999999,31.62000084
7/19/2009,48.69,-68.57,200,3.013000011,33.67200089
8/13/2009,48.57,-62.13,100,2.420000076,33.46500015
8/13/2009,48.36,-63.26,100,1.524999976,31.67900085
7/15/2009,48.04,-60.99,200,2.095999956,33.36800003
8/24/2009,48.62,-68.91,300,5.011000156,34.44900131
6/14/2009,47.4,-58.25,100,1.598999977,32.97200012
8/7/2009,50.52,-57.52,0,0.532000005,31.95400047
8/10/2009,48.94,-60,200,4.81099987,34.23500061
7/30/2009,47.27,-59.78,100,3.868000031,33.58599854
9/22/2009,47.21,-60.54,100,1.401000023,32.12900162
4/15/2009,47.53,-59.27,200,5.170000076,34.31000137
7/30/2009,47.5,-60,200,4.978000164,34.33800125
8/8/2009,50.11,-58.69,200,4.81400013,34.27500153
8/6/2009,46.8,-61.78,0,20.47649956,28.92200089
8/25/2009,49.19,-67.5,300,5.164999962,34.53300095
8/8/2009,50.33,-58.65,0,0.141000003,32.14400101
6/17/2009,48.33,-61.75,200,5.278999805,34.5
5/3/2009,48.66,-68.59,200,4.686999798,34.30799866
8/13/2009,48.72,-62.39,300,5.352000237,34.72499847
8/9/2009,48.68,-68.59,200,3.701999903,33.92100143
7/17/2009,48.06,-62.04,0,1.567000031,31.58200073
9/4/2009,47.37,-63.61,0,16.30500031,28.37000084
7/28/2009,48.67,-68.58,300,4.741000175,34.33399963
5/3/2009,48.66,-68.59,200,4.755000114,34.33399963
6/20/2009,49.72,-66.25,200,4.815000057,34.33399963
8/17/2009,49.45,-63.96,0,15.36800003,29.8220005
7/19/2009,48.69,-68.57,200,2.96600008,33.6570015
6/17/2009,48.17,-60.75,100,-0.163000003,32.19200134
6/20/2009,49.72,-66.25,200,4.823999882,34.33599854
8/16/2009,49.09,-63.74,300,5.290999889,34.57400131
7/31/2009,48.33,-61.07,300,5.315000057,34.74300003
8/8/2009,50.33,-58.65,0,6.236999989,31.52799988
5/10/2009,48.67,-68.57,100,-0.323000014,32.50799942
8/13/2009,48.72,-62.39,300,5.366000175,34.7159996
5/28/2009,47.19,-55.62,0,6.170000076,31.90999985
8/9/2009,48.68,-68.59,200,5.006000042,34.44800186
8/29/2009,49.32,-65.76,100,2.520999908,33.52199936
8/12/2009,48.48,-63.1,0,2.542000055,31.49500084
7/15/2009,48.5,-59.3,0,4.105000019,31.68799973
6/7/2009,47.03,-64.47,0,8.642999649,27.74799919
8/11/2009,48.34,-62.36,200,4.072000027,33.98400116
8/18/2009,48.98,-67.83,100,0.853999972,32.97299957
8/27/2009,48.35,-69.25,100,1.524999976,32.40800095
8/22/2009,48.87,-61.56,100,1.69599998,33.2820015
8/9/2009,49.65,-60.59,300,5.122000217,34.41899872
6/13/2009,47.5,-63.75,100,-0.808000028,31.5170002
6/9/2009,48.79,-60.97,100,0.374000013,32.81700134
8/21/2009,49.18,-61.22,100,-0.254000008,32.56200027
7/19/2009,48.69,-68.57,200,2.930999994,33.64500046
8/13/2009,48.88,-62.54,200,2.405999899,33.47999954
7/15/2009,48.12,-61.29,200,3.121000051,33.69800186
8/30/2009,48.13,-64.63,100,1.034999967,31.53700066
8/13/2009,48.72,-62.39,300,5.357999802,34.72000122
8/6/2009,49.66,-58.56,100,-0.109999999,32.31399918
6/8/2009,46.6,-64.57,0,10.62899971,27.96999931
7/17/2009,47.96,-61.94,0,3.309999943,31.31399918
9/14/2009,48.67,-68.58,0,6.044000149,27.96100044
8/4/2009,48.67,-68.56,100,2.637000084,33.54899979
8/14/2009,48.8,-63.57,100,2.677999973,33.56999969
8/13/2009,48.76,-62.82,200,2.026000023,33.35900116
8/23/2009,48.53,-64.01,100,1.741999984,33.23600006
6/19/2009,48.17,-63.75,100,-0.177000001,31.92300034
9/22/2009,48.67,-68.58,0,3.176000118,30.87700081
7/30/2009,47.5,-60,0,1.243999958,31.60099983
8/19/2009,50.13,-64.86,0,11.82999992,30.74799919
6/12/2009,47.66,-63.75,0,0.246999994,31.09700012
4/18/2009,48.77,-68.27,0,0.086999997,31.25099945
9/24/2009,46.85,-60.94,0,6.671999931,29.95599937
7/19/2009,48.69,-68.57,200,2.895999908,33.63299942
4/18/2009,48.77,-68.27,300,5.179999828,34.52500153
6/23/2009,49.83,-66.37,200,4.956999779,34.42499924
6/12/2009,47.74,-64,100,0.064000003,32.29299927
8/12/2009,48.55,-63.1,100,0.231000006,32.68000031
7/26/2009,49.72,-66.26,0,-0.158000007,32.59700012
8/5/2009,48.78,-59.32,0,17.32699966,30.1439991
8/13/2009,48.76,-62.82,200,2.105000019,33.38399887
7/29/2009,47.1,-59.99,100,2.312999964,33.39599991
8/2/2009,48.06,-59.74,200,5.278999805,34.48899841
8/26/2009,48.88,-68.68,100,1.123000026,31.96500015
6/17/2009,48.17,-61.25,0,0.717999995,31.86800003
8/14/2009,48.42,-62.77,200,3.953000069,33.96900177
8/9/2009,48.68,-68.59,100,2.729000092,33.58300018
7/31/2009,48.33,-61.07,400,5.142000198,34.81399918
8/22/2009,49.01,-62.43,100,0.358999997,32.81900024
8/11/2009,48.49,-62.76,300,5.298999786,34.59500122
9/23/2009,47.31,-61.09,100,1.75999999,31.80400085
8/10/2009,49.24,-59.94,100,-0.35800001,32.26100159
6/11/2009,47.5,-63.25,0,6.243000031,29.94199944
9/7/2009,48.7,-68.6,100,0.611999989,32.77600098
8/7/2009,50.52,-57.52,0,0.603999972,31.93799973
8/18/2009,49.72,-66.25,100,3.150000095,33.72700119
8/24/2009,49.33,-64.24,100,2.094000101,33.3769989
7/29/2009,47.1,-59.99,100,1.559999943,32.98400116
8/16/2009,49.16,-64.04,100,1.896999955,33.31499863
8/1/2009,48.15,-60.08,100,0.910000026,32.02799988
7/30/2009,47.27,-59.78,0,14.46899986,29.95599937
8/11/2009,48.49,-62.76,300,5.300000191,34.59500122
6/11/2009,47.5,-63.25,0,1.784999967,31.12100029
7/11/2009,49.7,-66.26,0,-0.437000006,32.49200058
8/7/2009,50.52,-57.52,100,-0.017000001,32.375
8/18/2009,50.02,-65.55,100,0.839999974,32.93700027
8/18/2009,49.56,-65.55,200,4.543000221,34.24300003
8/11/2009,48.38,-62.57,100,1.690000057,33.25299835
7/29/2009,47.09,-62.62,0,0.712000012,31.65200043
7/30/2009,47.43,-59.57,0,0.999000013,31.68300056
9/7/2009,48.7,-68.6,100,0.559000015,32.72399902
6/30/2009,49.24,-66.2,100,-0.430999994,32.23600006
8/18/2009,49.56,-66.07,200,4.903999805,34.38499832
6/14/2009,47.4,-57.75,100,0.718999982,32.63800049
8/24/2009,48.62,-68.91,300,5.012000084,34.44900131
6/5/2009,49.22,-64.79,0,5.765999794,28.88599968
5/17/2009,49.25,-66.17,100,3.301000118,33.75500107
8/31/2009,47.74,-64.19,0,6.05700016,30.44099998
7/30/2009,47.5,-60,200,4.885000229,34.29600143
8/8/2009,50.11,-58.69,200,4.632999897,34.20600128
9/11/2009,46.67,-64.63,0,16.47999954,27.91699982
8/13/2009,48.72,-62.39,300,5.362999916,34.71699905
6/17/2009,47.5,-61.24,0,5.334000111,31.04899979
8/16/2009,49.09,-63.74,100,1.891000032,33.31399918
8/13/2009,48.36,-63.35,0,13.48700047,28.33499908
8/16/2009,49.16,-64.04,100,1.508000016,33.18500137
8/24/2009,48.62,-68.91,300,4.992000103,34.44100189
8/16/2009,48.67,-68.58,300,4.980999947,34.43600082
6/24/2009,50.24,-65.95,0,12.53600025,29.11800003
9/4/2009,47.29,-63.6,0,5.131000042,30.88899994
9/16/2009,47.36,-62.88,0,14.48999977,29.0340004
7/30/2009,47.74,-60.06,100,0.674000025,32.63899994
9/19/2009,45.9,-62.04,0,16.37599945,28.65500069
6/9/2009,48.79,-60.97,100,0.63499999,32.90100098
9/24/2009,46.85,-60.94,0,14.45699978,28.81599998
8/10/2009,48.15,-62.15,100,-0.01,32.23899841
8/9/2009,48.68,-68.59,200,5.010000229,34.45000076
8/29/2009,49.18,-66.67,100,2.53399992,33.52500153
8/22/2009,49.01,-62.43,100,0.135000005,32.50699997
8/1/2009,48.39,-60.6,400,5.137000084,34.81299973
5/17/2009,49.25,-66.17,100,3.144000053,33.70399857
6/11/2009,46.96,-60.22,0,8.152000427,30.26300049
8/28/2009,48.67,-68.34,100,1.003999949,32.7820015
8/3/2009,48.72,-59.91,100,0.623000026,32.85300064
7/16/2009,48.12,-61.58,0,3.974999905,31.30900002
6/17/2009,48.17,-60.75,100,0.651000023,32.72900009
8/4/2009,48.67,-68.56,300,5.092999935,34.48899841
6/5/2009,49.72,-66.25,200,4.431000233,34.18299866
8/1/2009,48.39,-60.6,200,3.476999998,33.80899811
8/7/2009,50.6,-57.64,200,3.954999924,33.9640007
6/5/2009,49.72,-66.25,0,-0.537999988,32.48400116
6/17/2009,48.17,-61.25,100,2.526000023,33.4980011
8/4/2009,48.67,-68.56,0,13.66899967,25.1609993
7/30/2009,47.57,-59.35,200,5.672999859,34.43299866
8/18/2009,49.72,-66.25,0,-0.159999996,32.23699951
7/28/2009,46.97,-62.81,0,18.09799957,28.5890007
8/9/2009,48.68,-68.59,200,4.590000153,34.27899933
8/12/2009,48.53,-63.27,0,10.46000004,30.1420002
7/11/2009,49.7,-66.26,0,-0.115999997,32.57300186
7/30/2009,47.27,-59.78,100,3.576999903,33.54600143
8/22/2009,49.13,-62.9,0,6.703999996,30.99300003
6/18/2009,47.83,-62.75,0,3.322000027,30.46299934
7/30/2009,47.43,-59.57,200,4.81099987,34
9/22/2009,47.21,-60.54,100,1.368999958,32.16699982
6/17/2009,48.22,-69.89,0,2.871999979,28.5340004
8/7/2009,50.38,-58,0,1.220000029,31.8920002
7/11/2009,49.24,-66.18,100,-0.123999998,32.49900055
5/10/2009,48.67,-68.57,200,4.426000118,34.20000076
6/5/2009,49.24,-66.19,0,2.098999977,31.28899956
6/14/2009,48.19,-69.43,100,0.617999971,32.85599899
6/12/2009,47.74,-64,100,-0.034000002,32.10400009
8/18/2009,50.02,-65.55,100,0.347000003,32.74700165
8/16/2009,49.16,-64.04,100,1.98300004,33.3429985
7/26/2009,46.64,-61.95,0,11.52000046,30.06299973
6/14/2009,47.4,-58.75,0,6.244999886,31.43199921
8/28/2009,48.67,-68.34,100,0.758000016,32.69400024
6/7/2009,47.03,-64.47,0,3.384000063,29.50699997
8/26/2009,48.88,-68.68,100,0.638999999,32.08100128
6/18/2009,48.46,-62.25,300,5.369999886,34.68299866
6/11/2009,46.96,-60.22,0,8.199000359,30.24399948
6/21/2009,49.21,-68.01,0,1.636999965,30.56599998
6/4/2009,48.67,-68.57,200,2.980999947,32.94800186
5/10/2009,48.67,-68.57,300,5.107999802,34.49499893
6/30/2009,49.24,-66.2,100,-0.55400002,32.3429985
7/29/2009,47.1,-59.99,100,2.167000055,33.30799866
8/4/2009,48.67,-68.56,200,4.731999874,34.33599854
6/23/2009,49.62,-66.71,100,3.661000013,33.90100098
8/20/2009,49.9,-63.17,0,2.181999922,31.76499939
6/19/2009,48.17,-63.75,0,7.191999912,27.94499969
7/17/2009,48.06,-62.04,0,1.445000052,31.59799957
4/15/2009,47.46,-59.25,300,5.46999979,34.36000061
6/20/2009,48.37,-68.99,0,4.382999897,27.97100067
8/14/2009,48.13,-63.19,0,18.46299934,28.77400017
6/7/2009,48.69,-68.55,200,4.947000027,34.41799927
8/24/2009,48.62,-68.91,100,-0.162,32.36999893
8/11/2009,48.24,-62.72,100,0.323000014,32.01599884
7/29/2009,47.1,-59.99,100,1.376000047,32.9109993
5/17/2009,49.7,-66.26,0,-0.908999979,32.26499939
5/17/2009,49.7,-66.26,200,5.083000183,34.45100021
8/5/2009,49.25,-59.46,100,-0.056000002,32.67300034
6/8/2009,51.58,-56.62,100,-0.180999994,31.97400093
8/4/2009,48.67,-68.56,0,12.80200005,24.38299942
8/14/2009,48.91,-63.24,200,5.109000206,34.43999863
7/30/2009,47.27,-59.78,100,3.210000038,33.44599915
8/29/2009,49.03,-64.2,100,-0.193000004,32.29399872
6/18/2009,47.83,-62.75,0,3.555999994,30.32500076
6/9/2009,51.17,-57.87,100,-0.916000009,32.35400009
6/11/2009,47.02,-60.12,0,0.522000015,31.69099998
8/14/2009,48.91,-63.24,200,5.163000107,34.48099899
9/21/2009,47.13,-60.37,0,11.6079998,29.62199974
7/30/2009,47.74,-60.06,0,17.01499939,30.5529995
8/11/2009,48.34,-62.36,200,3.828000069,33.90599823
4/18/2009,48.77,-68.27,100,0.367000014,32.81999969
8/1/2009,48.28,-60.41,400,5.222000122,34.76900101
6/6/2009,49.32,-64.72,200,4.750999928,34.31100082
9/10/2009,46.97,-64.57,0,16.32699966,28.21500015
5/10/2009,48.67,-68.57,300,5.113999844,34.4980011
8/29/2009,49.32,-65.76,0,10.90999985,28.68499947
8/9/2009,49.69,-60.11,0,-0.100000001,32.29000092
7/28/2009,46.97,-63.52,0,0.193333338,31.12199974
8/14/2009,48.8,-63.57,100,2.558000088,33.5320015
8/8/2009,50.57,-58.01,200,3.473999977,33.81800079
8/28/2009,48.86,-68.3,0,3.04399991,31.48800087
8/11/2009,48.38,-62.57,100,2.826999903,33.60300064
5/28/2009,47.19,-55.62,100,0.409999996,32.27000046
8/7/2009,51.12,-58.07,0,6.383999825,31.45800018
6/4/2009,48.67,-68.57,200,3.171000004,32.50699997
8/2/2009,48.06,-59.74,300,5.335000038,34.51100159
6/30/2009,49.71,-66.27,200,3.855999947,33.94100189
5/17/2009,49.7,-66.26,200,5.096000195,34.45899963
6/18/2009,47.83,-62.25,0,12.31000042,29.16300011
6/18/2009,48.46,-62.25,0,7.323999882,31.25099945
8/23/2009,48.79,-64.04,0,14.03600025,25.1590004
4/23/2009,49.02,-67.24,200,3.848999977,33.99499893
6/13/2009,46.5,-58.25,100,0.95599997,32.23300171
8/31/2009,47.74,-64.19,0,8.892999649,29.80599976
7/26/2009,49.72,-66.26,0,-0.089000002,32.625
8/1/2009,48.28,-60.41,400,5.100999832,34.81800079
8/7/2009,50.52,-57.52,100,-0.098999999,32.31999969
6/5/2009,49.72,-66.25,300,5.281000137,34.60300064
8/23/2009,48.98,-68.55,0,6.59800005,28.24600029
8/14/2009,48.75,-63.17,300,5.322000027,34.67100143
8/1/2009,48.28,-60.41,400,5.102000237,34.81800079
6/7/2009,47.01,-64.47,0,7.322999954,28.0340004
8/14/2009,48.75,-63.17,300,5.321000099,34.66899872
8/22/2009,48.87,-61.56,200,4.024000168,33.97600174
8/9/2009,48.68,-68.59,300,5.017000198,34.45299911
4/18/2009,48.77,-68.27,0,0.215000004,31.1970005
8/1/2009,48.08,-60.7,200,5.127999783,34.35699844
6/5/2009,49.72,-66.25,0,-0.80400002,32.27799988
5/10/2009,48.67,-68.57,300,5.078000069,34.48099899
8/13/2009,48.57,-62.13,300,5.360000134,34.67200089
6/20/2009,48.4,-69.14,200,3.049999952,33.73899841
8/25/2009,49.19,-67.5,200,3.904999971,33.99399948
6/17/2009,48.17,-61.25,0,1.735000014,31.76099968
8/1/2009,48.39,-60.6,400,5.120999813,34.81600189
7/16/2009,48.15,-61.64,100,0.474999994,32.69599915
8/9/2009,48.68,-68.59,100,2.854000092,33.62900162
8/26/2009,48.74,-68.71,300,4.981999874,34.4620018
9/7/2009,48.7,-68.6,200,4.913000107,34.40800095
6/10/2009,47.43,-59.56,300,5.388000011,34.6629982
6/4/2009,48.67,-68.57,300,4.625999928,34.26800156
5/10/2009,48.67,-68.57,200,4.441999912,34.20700073
9/22/2009,48.67,-68.58,300,4.861000061,34.38299942
6/11/2009,46.9,-61.5,0,8.833999634,30.54700089
8/29/2009,49.24,-66.2,0,0.349999994,32.22999954
6/14/2009,47.4,-57.75,100,2.937999964,33.55799866
8/17/2009,49.45,-63.96,0,8.67800045,30.77899933
8/25/2009,49.19,-67.5,100,1.268000007,33.10499954
6/14/2009,47.4,-58.25,100,2.78399992,33.43299866
8/6/2009,50.19,-58.26,200,4.994999886,34.35100174
8/27/2009,48.03,-64.86,100,1.276000023,31.45899963
9/23/2009,47.06,-60.7,0,3.713999987,30.45899963
7/17/2009,47.96,-61.94,0,1.013000011,31.64900017
6/24/2009,50.24,-65.95,0,6.322000027,30.86199951
4/18/2009,48.77,-68.27,100,0.072999999,32.70700073
8/25/2009,49.19,-67.5,300,5.210000038,34.57699966
8/18/2009,49.72,-66.25,0,0.128000006,32.21300125
6/18/2009,48.57,-62.76,300,5.393000126,34.63800049
9/10/2009,46.81,-64.6,0,11.42700005,29.39100075
8/16/2009,49.16,-64.04,0,17.20000076,29.51799965
8/9/2009,48.68,-68.59,200,3.694999933,33.91899872
8/3/2009,48.72,-59.91,100,0.612999976,32.81200027
8/24/2009,48.62,-68.91,100,0.765999973,32.86299896
6/11/2009,46.51,-61.24,100,0.853999972,32.36100006
6/14/2009,47.17,-62.75,0,-0.204999998,31.78199959
8/8/2009,50.11,-58.69,200,4.598999977,34.19300079
6/20/2009,49.72,-66.25,200,4.861000061,34.35499954
8/29/2009,49.32,-65.76,0,6.039999962,29.03300095
8/23/2009,48.61,-63.79,0,2.315999985,31.59399986
8/18/2009,49.72,-66.25,0,0.088,32.19800186
7/30/2009,47.72,-59.65,400,5.065000057,34.83000183
7/30/2009,47.5,-60,100,1.774000049,33.06200027
9/22/2009,48.67,-68.58,300,5.059999943,34.47200012
6/19/2009,48.11,-69.44,0,2.342000008,29.95899963
7/31/2009,48.33,-61.07,200,4.798999786,34.25299835
8/18/2009,50.02,-65.55,100,0.843999982,32.93999863
6/21/2009,49.12,-67.91,0,0.583000004,31.49099922
6/23/2009,49.83,-66.37,200,4.880000114,34.38999939
6/5/2009,49.72,-66.25,200,5.068999767,34.45899963
7/29/2009,47.21,-63.1,0,17.94300079,27.99799919
7/6/2009,48.7,-68.53,100,3.516000032,30.78499985
9/14/2009,48.67,-68.58,200,3.835999966,33.98099899
7/30/2009,47.27,-59.78,100,3.450999975,33.49399948
7/30/2009,47.5,-60,400,5.165999889,34.80400085
6/18/2009,48.46,-62.25,200,4.84499979,34.30799866
8/1/2009,48.15,-60.08,0,10.11100006,31.13500023
8/1/2009,48.28,-60.41,0,16.76600075,30.76000023
8/9/2009,49.65,-60.59,300,5.129000187,34.42300034
8/6/2009,50.19,-58.26,200,4.958000183,34.33399963
8/5/2009,49.25,-59.46,0,6.961999893,31.32799911
7/28/2009,46.97,-62.81,0,14.17800045,29.11499977
8/19/2009,50.26,-64.53,0,7.633999825,31.33399963
8/13/2009,48.41,-63.46,100,1.432000041,33.11199951
8/2/2009,48.45,-59.56,100,1.027999997,31.93499947
6/19/2009,48.5,-63.75,0,6.070000172,30.54000092
8/25/2009,49.22,-67.68,0,7.267000198,30.4470005
6/17/2009,48.22,-69.89,100,2.346999884,29.13999939
8/25/2009,49.37,-66.96,100,2.171000004,33.4090004
6/13/2009,47.31,-60.77,0,3.040999889,31.33099937
6/15/2009,48.17,-69.51,200,3.795000076,34.04399872
8/8/2009,50.33,-58.65,0,2.114000082,31.80200005
8/1/2009,48.08,-60.7,400,5.06400013,34.83300018
9/22/2009,47.21,-60.54,100,1.472000003,31.94099998
8/5/2009,49.25,-59.46,100,1.121000051,33.10400009
6/18/2009,47.83,-63.25,100,-0.188999996,32.06900024
5/3/2009,48.66,-68.59,200,4.684999943,34.30799866
8/29/2009,49.18,-66.67,100,2.382999897,33.47499847
9/24/2009,46.76,-60.96,0,16.25799942,28.56399918
8/7/2009,51.12,-58.07,0,6.895999908,31.18199921
7/29/2009,46.96,-60.22,0,6.666999817,30.38699913
8/25/2009,49.19,-67.5,100,2.65199995,33.57099915
6/10/2009,48.21,-61.61,0,-0.432000011,32.15599823
8/1/2009,48.22,-59.87,200,5.18900013,34.43199921
6/17/2009,47.5,-61.24,0,5.482999802,31.02599907
8/9/2009,48.68,-68.59,300,5.032000065,34.45999908
6/21/2009,49.21,-68.01,0,4.399000168,28.9109993
8/6/2009,46.71,-61.93,100,0.002,32.03099823
6/15/2009,45.95,-59.69,0,2.680000067,31.34300041
8/25/2009,49.19,-67.5,200,3.823999882,33.96699905
8/20/2009,49.9,-63.17,0,5.512000084,31.49099922
8/10/2009,48.25,-61.87,200,4.978000164,34.3769989
7/16/2009,48.19,-61.62,200,3.568000078,33.82699966
6/4/2009,48.63,-68.55,100,3.22300005,33.51599884
7/31/2009,48.33,-61.07,100,0.83099997,32.92599869
8/16/2009,49.16,-64.04,0,17.14800072,29.52000046
8/13/2009,48.72,-62.39,300,5.348999977,34.72700119
7/30/2009,47.5,-60,400,5.177000046,34.79899979
7/29/2009,46.94,-62.53,0,18.99900055,28.6079998
5/10/2009,48.67,-68.57,0,3.111999989,26.6420002
8/11/2009,48.38,-62.57,200,4.010000229,33.96500015
8/14/2009,48.42,-62.77,200,3.960000038,33.97200012
8/29/2009,49.32,-65.76,0,11.13899994,28.61800003
9/22/2009,48.67,-68.58,300,4.951000214,34.4280014
8/11/2009,48.44,-62.49,200,4.958000183,34.36700058
8/14/2009,48.47,-62.74,300,5.30700016,34.59600067
9/7/2009,48.7,-68.6,100,0.611999989,32.79000092
7/30/2009,47.57,-59.35,200,5.679999828,34.42399979
6/9/2009,45.77,-62.31,0,10.47399998,29.22599983
8/11/2009,48.24,-62.72,100,0.573000014,31.94000053
9/22/2009,48.67,-68.58,300,4.889999866,34.39699936
7/30/2009,47.43,-59.57,200,4.18200016,33.86199951
7/11/2009,49.24,-66.18,100,0.196999997,32.72499847
8/11/2009,48.24,-62.72,100,-0.077,32.32600021
7/30/2009,47.43,-59.57,0,3.540999889,31.46100044
8/22/2009,48.87,-61.56,100,1.75,33.29800034
6/11/2009,47.02,-60.12,100,0.573000014,31.83499908
8/16/2009,49.09,-63.74,300,5.321000099,34.62400055
8/16/2009,49.16,-64.04,0,0.127000004,32.32600021
7/30/2009,47.57,-59.35,100,0.759000003,32.47000122
8/21/2009,49.83,-61.36,100,1.148000002,33.13600159
